# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
altometri	SUBST	N	N	N	KF	NLM	3	R	# PIV:altometrio
aluat	SUBST	N	N	N	KF	NLM	3	R	# PIV:aluato
aluminat	SUBST	N	N	N	KF	NLM	3	R	# PIV:aluminato
aluminiat	SUBST	N	N	N	KF	NLM	3	R	# PIV:aluminiato
alunerc	SUBST	N	N	N	KF	NLM	3	R	# PIV:alunerco
alunter	SUBST	N	N	N	KF	NLM	3	R	# PIV:aluntero
alveolinedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:alveolinedoj
alveolin	SUBST	N	N	N	KF	NLM	3	R	# PIV:alveolino
alzan	SUBST	N	N	N	KF	NLM	3	R	# PIV:alzano
alĝebr	SUBST	N	N	N	KF	NLM	3	R	# PIV:alĝebro
alĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:alĝo
amand	SUBST	N	N	N	KF	NLM	3	R	# PIV:amando
amanitin	SUBST	N	N	N	KF	NLM	3	R	# PIV:amanitino
amarilidacoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:amarilidacoj
amaŭroz	SUBST	N	N	N	KF	NLM	3	R	# PIV:amaŭrozo
ambistom	SUBST	N	N	N	KF	NLM	3	R	# PIV:ambistomo
ambivalenc	SUBST	N	N	N	KF	NLM	3	R	# PIV:ambivalenco
ambliop	ADJ	N	N	N	KF	NLM	3	R	# PIV:ambliopa
ambliopec	SUBST	N	N	N	KF	NLM	3	R	# PIV:ambliopeco
amblistom	SUBST	N	N	N	KF	NLM	3	R	# PIV:amblistomo
ambrosi	SUBST	N	N	N	KF	NLM	3	R	# PIV:ambrosio
ambulanĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:ambulanĉo
ambulatori	ADJ	N	N	N	KF	NLM	3	R	# PIV:ambulatoria
ambulatori	SUBST	N	N	N	KF	NLM	3	R	# PIV:ambulatorio
amebec	SUBST	N	N	N	KF	NLM	3	R	# PIV:amebeco
amebism	SUBST	N	N	N	KF	NLM	3	R	# PIV:amebismo
ameboz	SUBST	N	N	N	KF	NLM	3	R	# PIV:amebozo
amelanĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:amelanĉo
ameloz	SUBST	N	N	N	KF	NLM	3	R	# PIV:amelozo
amen	SUBST	N	N	N	KF	NLM	3	R	# PIV:ameno
amenore	SUBST	N	N	N	KF	NLM	3	R	# PIV:amenoreo
amentuloj	SUBST	N	N	N	KF	NLM	3	R	# PIV:amentuloj
ametropec	SUBST	N	N	N	KF	NLM	3	R	# PIV:ametropeco
amfetamin	SUBST	N	N	N	KF	NLM	3	R	# PIV:amfetamino
amfiartr	SUBST	N	N	N	KF	NLM	3	R	# PIV:amfiartro
amfibolit	SUBST	N	N	N	KF	NLM	3	R	# PIV:amfibolito
amfibologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:amfibologio
amfineŭroj	SUBST	N	N	N	KF	NLM	3	R	# PIV:amfineŭroj
amfioks	SUBST	N	N	N	KF	NLM	3	R	# PIV:amfiokso
amfipodoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:amfipodoj
amfoter	ADJ	N	N	N	KF	NLM	3	R	# PIV:amfotera
amiant	SUBST	N	N	N	KF	NLM	3	R	# PIV:amianto
amigdalin	SUBST	N	N	N	KF	NLM	3	R	# PIV:amigdalino
amikt	SUBST	N	N	N	KF	NLM	3	R	# PIV:amikto
amilaz	SUBST	N	N	N	KF	NLM	3	R	# PIV:amilazo
ami	SUBST	N	N	N	KF	NLM	3	R	# PIV:amio
amirid	SUBST	N	N	N	KF	NLM	3	R	# PIV:amirido
amitoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:amitozo
amiŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:amiŝo
amniuloj	SUBST	N	N	N	KF	NLM	3	R	# PIV:amniuloj
amofil	SUBST	N	N	N	KF	NLM	3	R	# PIV:amofilo
ampelopraz	SUBST	N	N	N	KF	NLM	3	R	# PIV:ampeloprazo
amplif	ADJ	N	N	N	KF	NLM	3	R	# PIV:amplifa
amplifil	SUBST	N	N	N	KF	NLM	3	R	# PIV:amplifilo
amplif	SUBST	N	N	N	KF	NLM	3	R	# PIV:amplifo
anabaptist	SUBST	N	N	N	KF	NLM	3	R	# PIV:anabaptisto
anafaz	SUBST	N	N	N	KF	NLM	3	R	# PIV:anafazo
anafor	ADJ	N	N	N	KF	NLM	3	R	# PIV:anafora
anafor	SUBST	N	N	N	KF	NLM	3	R	# PIV:anaforo
anaglif	ADJ	N	N	N	KF	NLM	3	R	# PIV:anaglifa
anaglif	SUBST	N	N	N	KF	NLM	3	R	# PIV:anaglifo
anakardiacoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:anakardiacoj
anakinezi	SUBST	N	N	N	KF	NLM	3	R	# PIV:anakinezio
anakoret	SUBST	N	N	N	KF	NLM	3	R	# PIV:anakoreto
analeptik	SUBST	N	N	N	KF	NLM	3	R	# PIV:analeptiko
analgezik	SUBST	N	N	N	KF	NLM	3	R	# PIV:analgeziko
analist	SUBST	N	N	N	KF	NLM	3	R	# PIV:analisto
anamirt	SUBST	N	N	N	KF	NLM	3	R	# PIV:anamirto
anamorfoz	ADJ	N	N	N	KF	NLM	3	R	# PIV:anamorfoza
anamorfoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:anamorfozo
ana	SUBST	N	N	N	KF	NLM	3	R	# PIV:anao
anasedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:anasedoj
anastatik	SUBST	N	N	N	KF	NLM	3	R	# PIV:anastatiko
anastomoz	ADJ	N	N	N	KF	NLM	3	R	# PIV:anastomoza
anastomoz	VERBO	N	X	N	KF	NLM	3	R	# PIV:anastomozi
anastomoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:anastomozo
anastrof	SUBST	N	N	N	KF	NLM	3	R	# PIV:anastrofo
anateksit	SUBST	N	N	N	KF	NLM	3	R	# PIV:anateksito
anateks	SUBST	N	N	N	KF	NLM	3	R	# PIV:anatekso
anatoksin	SUBST	N	N	N	KF	NLM	3	R	# PIV:anatoksino
ancilostom	SUBST	N	N	N	KF	NLM	3	R	# PIV:ancilostomo
ancilostomoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:ancilostomozo
androce	SUBST	N	N	N	KF	NLM	3	R	# PIV:androceo
andropogon	SUBST	N	N	N	KF	NLM	3	R	# PIV:andropogono
androzac	SUBST	N	N	N	KF	NLM	3	R	# PIV:androzaco
andujet	SUBST	N	N	N	KF	NLM	3	R	# PIV:andujeto
anduj	SUBST	N	N	N	KF	NLM	3	R	# PIV:andujo
aneksism	SUBST	N	N	N	KF	NLM	3	R	# PIV:aneksismo
anekŝ	VERBO	N	X	N	KF	NLM	3	R	# PIV:anekŝi
anemometri	SUBST	N	N	N	KF	NLM	3	R	# PIV:anemometrio
anetol	SUBST	N	N	N	KF	NLM	3	R	# PIV:anetolo
aneŭploid	ADJ	N	N	N	KF	NLM	3	R	# PIV:aneŭploida
angiit	SUBST	N	N	N	KF	NLM	3	R	# PIV:angiito
angiologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:angiologio
angiom	SUBST	N	N	N	KF	NLM	3	R	# PIV:angiomo
angiotensin	SUBST	N	N	N	KF	NLM	3	R	# PIV:angiotensino
anglez	SUBST	N	N	N	KF	NLM	3	R	# PIV:anglezo
anglicism	SUBST	N	N	N	KF	NLM	3	R	# PIV:anglicismo
angulil	SUBST	N	N	N	KF	NLM	3	R	# PIV:angulilo
angulumit	ADJ	N	N	N	KF	NLM	3	R	# PIV:angulumita
anhidrid	SUBST	N	N	N	KF	NLM	3	R	# PIV:anhidrido
anhidrit	SUBST	N	N	N	KF	NLM	3	R	# PIV:anhidrito
anilid	SUBST	N	N	N	KF	NLM	3	R	# PIV:anilido
anil	SUBST	N	N	N	KF	NLM	3	R	# PIV:anilo
anizidin	SUBST	N	N	N	KF	NLM	3	R	# PIV:anizidino
anizokori	SUBST	N	N	N	KF	NLM	3	R	# PIV:anizokorio
anizosfigmi	SUBST	N	N	N	KF	NLM	3	R	# PIV:anizosfigmio
ankone	SUBST	N	N	N	KF	NLM	3	R	# PIV:ankoneo
ankoraŭ	ADJ	N	N	N	KF	NLM	3	R	# PIV:ankoraŭa
ankrizit	ADJ	N	N	N	KF	NLM	3	R	# PIV:ankrizita
anksi	ADJ	N	N	N	KF	NLM	3	R	# PIV:anksia
anksi	SUBST	N	N	N	KF	NLM	3	R	# PIV:anksio
anobiedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:anobiedoj
anodont	SUBST	N	N	N	KF	NLM	3	R	# PIV:anodonto
anoksemi	SUBST	N	N	N	KF	NLM	3	R	# PIV:anoksemio
anoksi	SUBST	N	N	N	KF	NLM	3	R	# PIV:anoksio
anon	SUBST	N	N	N	KF	NLM	3	R	# PIV:anono
anopsi	SUBST	N	N	N	KF	NLM	3	R	# PIV:anopsio
anoreksi	SUBST	N	N	N	KF	NLM	3	R	# PIV:anoreksio
anortit	SUBST	N	N	N	KF	NLM	3	R	# PIV:anortito
anosmi	SUBST	N	N	N	KF	NLM	3	R	# PIV:anosmio
anstataŭil	SUBST	N	N	N	KF	NLM	3	R	# PIV:anstataŭilo
antecedentoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:antecedentoj
antedon	SUBST	N	N	N	KF	NLM	3	R	# PIV:antedono
antefiks	SUBST	N	N	N	KF	NLM	3	R	# PIV:antefikso
antenari	SUBST	N	N	N	KF	NLM	3	R	# PIV:antenario
anteridi	SUBST	N	N	N	KF	NLM	3	R	# PIV:anteridio
anterozoid	SUBST	N	N	N	KF	NLM	3	R	# PIV:anterozoido
antheli	SUBST	N	N	N	KF	NLM	3	R	# PIV:anthelio
ant	VERBO	N	X	N	KF	NLM	3	R	# PIV:anti
antiklinal	SUBST	N	N	N	KF	NLM	3	R	# PIV:antiklinalo
antilid	SUBST	N	N	N	KF	NLM	3	R	# PIV:antilido
antocian	SUBST	N	N	N	KF	NLM	3	R	# PIV:antociano
antonomazi	SUBST	N	N	N	KF	NLM	3	R	# PIV:antonomazio
antozooj	SUBST	N	N	N	KF	NLM	3	R	# PIV:antozooj
antracen	SUBST	N	N	N	KF	NLM	3	R	# PIV:antraceno
antrakinon	SUBST	N	N	N	KF	NLM	3	R	# PIV:antrakinono
antrakoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:antrakozo
antrisk	SUBST	N	N	N	KF	NLM	3	R	# PIV:antrisko
antr	SUBST	N	N	N	KF	NLM	3	R	# PIV:antro
antropofagism	SUBST	N	N	N	KF	NLM	3	R	# PIV:antropofagismo
antropofag	SUBST	N	N	N	KF	NLM	3	R	# PIV:antropofago
anturi	SUBST	N	N	N	KF	NLM	3	R	# PIV:anturio
anuitat	SUBST	N	N	N	KF	NLM	3	R	# PIV:anuitato
anuri	SUBST	N	N	N	KF	NLM	3	R	# PIV:anurio
anuroj	SUBST	N	N	N	KF	NLM	3	R	# PIV:anuroj
anuŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:anuŝo
anzuarb	SUBST	N	N	N	KF	NLM	3	R	# PIV:anzuarbo
anzu	SUBST	N	N	N	KF	NLM	3	R	# PIV:anzuo
anzuuj	SUBST	N	N	N	KF	NLM	3	R	# PIV:anzuujo
aortit	SUBST	N	N	N	KF	NLM	3	R	# PIV:aortito
aot	SUBST	N	N	N	KF	NLM	3	R	# PIV:aoto
apatosaŭr	SUBST	N	N	N	KF	NLM	3	R	# PIV:apatosaŭro
apeks	ADJ	N	N	N	KF	NLM	3	R	# PIV:apeksa
apeks	SUBST	N	N	N	KF	NLM	3	R	# PIV:apekso
apendicektomi	SUBST	N	N	N	KF	NLM	3	R	# PIV:apendicektomio
apendikularioj	SUBST	N	N	N	KF	NLM	3	R	# PIV:apendikularioj
apepsi	SUBST	N	N	N	KF	NLM	3	R	# PIV:apepsio
