# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
barbaden	SUBST	N	N	N	KF	NLM	3	R	# PIV:barbadeno
barbakan	SUBST	N	N	N	KF	NLM	3	R	# PIV:barbakano
barbi	SUBST	N	N	N	KF	NLM	3	R	# PIV:barbio
barbiton	SUBST	N	N	N	KF	NLM	3	R	# PIV:barbitono
barbitur	ADJ	N	N	N	KF	NLM	3	R	# PIV:barbitura
barbituraĵ	SUBST	N	N	N	KF	NLM	3	R	# PIV:barbituraĵo
barbiturism	SUBST	N	N	N	KF	NLM	3	R	# PIV:barbiturismo
barbitur	SUBST	N	N	N	KF	NLM	3	R	# PIV:barbituro
barion	SUBST	N	N	N	KF	NLM	3	R	# PIV:bariono
barum	SUBST	N	N	N	KF	NLM	3	R	# PIV:barumo
barzoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:barzojo
basier	SUBST	N	N	N	KF	NLM	3	R	# PIV:basiero
batav	ADJ	N	N	N	KF	NLM	3	R	# PIV:batava
batokrom	ADJ	N	N	N	KF	NLM	3	R	# PIV:batokroma
batolit	SUBST	N	N	N	KF	NLM	3	R	# PIV:batolito
batometri	SUBST	N	N	N	KF	NLM	3	R	# PIV:batometrio
batometr	SUBST	N	N	N	KF	NLM	3	R	# PIV:batometro
batu	VERBO	N	X	N	KF	NLM	3	R	# PIV:batui
batuist	SUBST	N	N	N	KF	NLM	3	R	# PIV:batuisto
batu	SUBST	N	N	N	KF	NLM	3	R	# PIV:batuo
bavur	SUBST	N	N	N	KF	NLM	3	R	# PIV:bavuro
bazament	SUBST	N	N	N	KF	NLM	3	R	# PIV:bazamento
bazidimicetoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bazidimicetoj
bazidimikotoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bazidimikotoj
bazidi	SUBST	N	N	N	KF	NLM	3	R	# PIV:bazidio
bazidiomicetoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bazidiomicetoj
bazidiomikotoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bazidiomikotoj
bazidiuj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bazidiujo
bazoĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:bazoĉo
baŝkir	SUBST	N	N	N	KF	NLM	3	R	# PIV:baŝkiro
baŝlik	SUBST	N	N	N	KF	NLM	3	R	# PIV:baŝliko
baŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:baŝo
baŭhini	SUBST	N	N	N	KF	NLM	3	R	# PIV:baŭhinio
bearnez	SUBST	N	N	N	KF	NLM	3	R	# PIV:bearnezo
bedeli	SUBST	N	N	N	KF	NLM	3	R	# PIV:bedelio
begam	SUBST	N	N	N	KF	NLM	3	R	# PIV:begamo
behaviorism	SUBST	N	N	N	KF	NLM	3	R	# PIV:behaviorismo
be	VERBO	N	X	N	KF	NLM	3	R	# PIV:bei
bej	ADJ	N	N	N	KF	NLM	3	R	# PIV:beja
bej	SUBST	N	N	N	KF	NLM	3	R	# PIV:bejo
bekabung	SUBST	N	N	N	KF	NLM	3	R	# PIV:bekabungo
bekeŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:bekeŝo
belemnitoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:belemnitoj
belis	SUBST	N	N	N	KF	NLM	3	R	# PIV:beliso
belon	SUBST	N	N	N	KF	NLM	3	R	# PIV:belono
belonoformaj	SUBST	N	N	N	KF	NLM	3	R	# PIV:belonoformaj
belot	SUBST	N	N	N	KF	NLM	3	R	# PIV:beloto
belĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:belĝo
bemeri	SUBST	N	N	N	KF	NLM	3	R	# PIV:bemerio
bent	ADJ	N	N	N	KF	NLM	3	R	# PIV:benta
bentan	SUBST	N	N	N	KF	NLM	3	R	# PIV:bentano
bent	SUBST	N	N	N	KF	NLM	3	R	# PIV:bento
bentul	SUBST	N	N	N	KF	NLM	3	R	# PIV:bentulo
benzidin	SUBST	N	N	N	KF	NLM	3	R	# PIV:benzidino
benzil	SUBST	N	N	N	KF	NLM	3	R	# PIV:benzilo
benz	SUBST	N	N	N	KF	NLM	3	R	# PIV:benzo
benzodiazepin	SUBST	N	N	N	KF	NLM	3	R	# PIV:benzodiazepino
benzoil	VERBO	N	X	N	KF	NLM	3	R	# PIV:benzoili
benzoil	SUBST	N	N	N	KF	NLM	3	R	# PIV:benzoilo
berm	SUBST	N	N	N	KF	NLM	3	R	# PIV:bermo
bernardanoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bernardanoj
berserk	SUBST	N	N	N	KF	NLM	3	R	# PIV:berserko
bertoleti	SUBST	N	N	N	KF	NLM	3	R	# PIV:bertoletio
besti	ADJ	N	N	N	KF	NLM	3	R	# PIV:bestia
besti	SUBST	N	N	N	KF	NLM	3	R	# PIV:bestio
bezoaroj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bezoaroj
beŝamel	SUBST	N	N	N	KF	NLM	3	R	# PIV:beŝamelo
b	VERBO	N	X	N	KF	NLM	3	R	# PIV:bi
bias	ADJ	N	N	N	KF	NLM	3	R	# PIV:biasa
bias	VERBO	N	X	N	KF	NLM	3	R	# PIV:biasi
bias	SUBST	N	N	N	KF	NLM	3	R	# PIV:biaso
bident	SUBST	N	N	N	KF	NLM	3	R	# PIV:bidento
biel	SUBST	N	N	N	KF	NLM	3	R	# PIV:bielo
bienal	SUBST	N	N	N	KF	NLM	3	R	# PIV:bienalo
bierum	VERBO	N	X	N	KF	NLM	3	R	# PIV:bierumi
bifac	SUBST	N	N	N	KF	NLM	3	R	# PIV:bifaco
bifaden	ADJ	N	N	N	KF	NLM	3	R	# PIV:bifadena
bifenil	SUBST	N	N	N	KF	NLM	3	R	# PIV:bifenilo
bifid	ADJ	N	N	N	KF	NLM	3	R	# PIV:bifida
bifilar	ADJ	N	N	N	KF	NLM	3	R	# PIV:bifilara
bigarad	SUBST	N	N	N	KF	NLM	3	R	# PIV:bigarado
bigaraduj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bigaradujo
bigarelarb	SUBST	N	N	N	KF	NLM	3	R	# PIV:bigarelarbo
bigarel	SUBST	N	N	N	KF	NLM	3	R	# PIV:bigarelo
bigareluj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bigarelujo
bignoni	SUBST	N	N	N	KF	NLM	3	R	# PIV:bignonio
biks	SUBST	N	N	N	KF	NLM	3	R	# PIV:bikso
bilabial	SUBST	N	N	N	KF	NLM	3	R	# PIV:bilabialo
bilanĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:bilanĉo
bilharzioz	SUBST	N	N	N	KF	NLM	3	R	# PIV:bilharziozo
bimetal	ADJ	N	N	N	KF	NLM	3	R	# PIV:bimetala
biocid	SUBST	N	N	N	KF	NLM	3	R	# PIV:biocido
bioloĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:bioloĝo
biometri	SUBST	N	N	N	KF	NLM	3	R	# PIV:biometrio
biom	SUBST	N	N	N	KF	NLM	3	R	# PIV:biomo
biont	SUBST	N	N	N	KF	NLM	3	R	# PIV:bionto
biopsi	SUBST	N	N	N	KF	NLM	3	R	# PIV:biopsio
biotin	SUBST	N	N	N	KF	NLM	3	R	# PIV:biotino
biotit	SUBST	N	N	N	KF	NLM	3	R	# PIV:biotito
birg	SUBST	N	N	N	KF	NLM	3	R	# PIV:birgo
bisak	SUBST	N	N	N	KF	NLM	3	R	# PIV:bisako
biskutel	SUBST	N	N	N	KF	NLM	3	R	# PIV:biskutelo
bismutat	SUBST	N	N	N	KF	NLM	3	R	# PIV:bismutato
bistort	SUBST	N	N	N	KF	NLM	3	R	# PIV:bistorto
bitnik	SUBST	N	N	N	KF	NLM	3	R	# PIV:bitniko
bitumoz	ADJ	N	N	N	KF	NLM	3	R	# PIV:bitumoza
biuret	SUBST	N	N	N	KF	NLM	3	R	# PIV:biureto
bizant	SUBST	N	N	N	KF	NLM	3	R	# PIV:bizanto
biz	SUBST	N	N	N	KF	NLM	3	R	# PIV:bizo
biĵuteri	SUBST	N	N	N	KF	NLM	3	R	# PIV:biĵuterio
blabla	VERBO	N	X	N	KF	NLM	3	R	# PIV:blablai
blakbas	SUBST	N	N	N	KF	NLM	3	R	# PIV:blakbaso
blamanĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:blamanĝo
blapt	SUBST	N	N	N	KF	NLM	3	R	# PIV:blapto
blastem	SUBST	N	N	N	KF	NLM	3	R	# PIV:blastemo
blast	SUBST	N	N	N	KF	NLM	3	R	# PIV:blasto
blastocer	SUBST	N	N	N	KF	NLM	3	R	# PIV:blastocero
blastoderm	SUBST	N	N	N	KF	NLM	3	R	# PIV:blastodermo
blastomicet	SUBST	N	N	N	KF	NLM	3	R	# PIV:blastomiceto
blastomicetoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:blastomicetoj
blastomicetoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:blastomicetozo
blastul	SUBST	N	N	N	KF	NLM	3	R	# PIV:blastulo
blatuloj	SUBST	N	N	N	KF	NLM	3	R	# PIV:blatuloj
blazeg	SUBST	N	N	N	KF	NLM	3	R	# PIV:blazego
blazig	ADJ	N	N	N	KF	NLM	3	R	# PIV:blaziga
blaz	SUBST	N	N	N	KF	NLM	3	R	# PIV:blazo
blefarit	SUBST	N	N	N	KF	NLM	3	R	# PIV:blefarito
blenioidoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:blenioidoj
bleti	SUBST	N	N	N	KF	NLM	3	R	# PIV:bletio
blez	VERBO	N	X	N	KF	NLM	3	R	# PIV:blezi
blink	VERBO	N	X	N	KF	NLM	3	R	# PIV:blinki
blinkig	VERBO	N	X	N	KF	NLM	3	R	# PIV:blinkigi
blinkil	SUBST	N	N	N	KF	NLM	3	R	# PIV:blinkilo
blink	SUBST	N	N	N	KF	NLM	3	R	# PIV:blinko
blin	SUBST	N	N	N	KF	NLM	3	R	# PIV:blino
blizard	SUBST	N	N	N	KF	NLM	3	R	# PIV:blizardo
blus	SUBST	N	N	N	KF	NLM	3	R	# PIV:bluso
blut	VERBO	N	X	N	KF	NLM	3	R	# PIV:bluti
boaĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:boaĉo
bob	SUBST	N	N	N	KF	NLM	3	R	# PIV:bobo
bobolink	SUBST	N	N	N	KF	NLM	3	R	# PIV:bobolinko
bodoni	SUBST	N	N	N	KF	NLM	3	R	# PIV:bodonio
bogomilan	SUBST	N	N	N	KF	NLM	3	R	# PIV:bogomilano
bogomilism	SUBST	N	N	N	KF	NLM	3	R	# PIV:bogomilismo
bojar	SUBST	N	N	N	KF	NLM	3	R	# PIV:bojaro
bokaĉesk	ADJ	N	N	N	KF	NLM	3	R	# PIV:bokaĉeska
bokser	SUBST	N	N	N	KF	NLM	3	R	# PIV:boksero
bokŝ	VERBO	N	X	N	KF	NLM	3	R	# PIV:bokŝi
boldin	SUBST	N	N	N	KF	NLM	3	R	# PIV:boldino
bold	SUBST	N	N	N	KF	NLM	3	R	# PIV:boldo
boletacoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:boletacoj
bolometr	SUBST	N	N	N	KF	NLM	3	R	# PIV:bolometro
bombak	SUBST	N	N	N	KF	NLM	3	R	# PIV:bombako
bomben	SUBST	N	N	N	KF	NLM	3	R	# PIV:bombeno
bombinator	SUBST	N	N	N	KF	NLM	3	R	# PIV:bombinatoro
boned	SUBST	N	N	N	KF	NLM	3	R	# PIV:bonedo
bongoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bongoj
bonifik	SUBST	N	N	N	KF	NLM	3	R	# PIV:bonifiko
bonit	SUBST	N	N	N	KF	NLM	3	R	# PIV:bonito
bonsaj	SUBST	N	N	N	KF	NLM	3	R	# PIV:bonsajo
bont	SUBST	N	N	N	KF	NLM	3	R	# PIV:bonto
bop	SUBST	N	N	N	KF	NLM	3	R	# PIV:bopo
bops	SUBST	N	N	N	KF	NLM	3	R	# PIV:bopso
boragacoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:boragacoj
boran	SUBST	N	N	N	KF	NLM	3	R	# PIV:borano
borborigm	SUBST	N	N	N	KF	NLM	3	R	# PIV:borborigmo
bordun	ADJ	N	N	N	KF	NLM	3	R	# PIV:borduna
bordun	SUBST	N	N	N	KF	NLM	3	R	# PIV:borduno
boreal	ADJ	N	N	N	KF	NLM	3	R	# PIV:boreala
boreli	SUBST	N	N	N	KF	NLM	3	R	# PIV:borelio
borneol	SUBST	N	N	N	KF	NLM	3	R	# PIV:borneolo
borpint	SUBST	N	N	N	KF	NLM	3	R	# PIV:borpinto
bosanov	SUBST	N	N	N	KF	NLM	3	R	# PIV:bosanovo
