display,lookup,status,notes
helikonio,helikonio,drafted,draft_vortaro_additions_20251012_0319.tsv
helio,helio,drafted,draft_vortaro_additions_20251012_0319.tsv
heliocentra,heliocentra,drafted,draft_vortaro_additions_20251012_0319.tsv
heliografio,heliografio,drafted,draft_vortaro_additions_20251012_0319.tsv
heliogravuro,heliogravuro,drafted,draft_vortaro_additions_20251012_0319.tsv
helioskopo,helioskopo,drafted,draft_vortaro_additions_20251012_0319.tsv
helioterapio,helioterapio,drafted,draft_vortaro_additions_20251012_0319.tsv
heliĉo,heliĉo,drafted,draft_vortaro_additions_20251012_0319.tsv
helmintologio,helmintologio,drafted,draft_vortaro_additions_20251012_0319.tsv
helmintozo,helmintozo,drafted,draft_vortaro_additions_20251012_0319.tsv
helmo,helmo,drafted,draft_vortaro_additions_20251012_0319.tsv
helodeo,helodeo,drafted,draft_vortaro_additions_20251012_0319.tsv
hemanto,hemanto,drafted,draft_vortaro_additions_20251012_0319.tsv
hematemezo,hematemezo,drafted,draft_vortaro_additions_20251012_0319.tsv
hematino,hematino,drafted,draft_vortaro_additions_20251012_0319.tsv
hematio,hematio,drafted,draft_vortaro_additions_20251012_0319.tsv
hemato,hemato,drafted,draft_vortaro_additions_20251012_0319.tsv
hematoksilino,hematoksilino,drafted,draft_vortaro_additions_20251012_0319.tsv
hematoksilo,hematoksilo,drafted,draft_vortaro_additions_20251012_0319.tsv
hematozo,hematozo,added,imported:reviewed_import_mixed_13l.tsv
hematozooj,hematozooj,drafted,draft_vortaro_additions_20251012_0319.tsv
hemi,hemi,drafted,draft_vortaro_additions_20251012_0319.tsv
hemianopsio,hemianopsio,drafted,draft_vortaro_additions_20251012_0319.tsv
hemicelulozo,hemicelulozo,drafted,draft_vortaro_additions_20251012_0319.tsv
hemimorfito,hemimorfito,drafted,draft_vortaro_additions_20251012_0319.tsv
hemiĥordo,hemiĥordo,drafted,draft_vortaro_additions_20251012_0319.tsv
hemiĥorduloj,hemiĥorduloj,drafted,draft_vortaro_additions_20251012_0319.tsv
hemo,hemo,added,imported:reviewed_import_mixed_13l.tsv
hemolizo,hemolizo,drafted,draft_vortaro_additions_20251012_0319.tsv
hemoo,hemoo,drafted,draft_vortaro_additions_20251012_0319.tsv
hemoptizo,hemoptizo,drafted,draft_vortaro_additions_20251012_0319.tsv
hemostaza,hemostaza,drafted,draft_vortaro_additions_20251012_0319.tsv
hemostazo,hemostazo,drafted,draft_vortaro_additions_20251012_0319.tsv
hendiado,hendiado,drafted,draft_vortaro_additions_20251012_0319.tsv
henikoz,henikoz,added,imported:reviewed_import_mixed_13l.tsv
heparino,heparino,drafted,draft_vortaro_additions_20251012_0319.tsv
hept,hept,drafted,draft_vortaro_additions_20251012_0319.tsv
hepta,hepta,drafted,draft_vortaro_additions_20251012_0319.tsv
heptagono,heptagono,drafted,draft_vortaro_additions_20251012_0319.tsv
heptano,heptano,drafted,draft_vortaro_additions_20251012_0319.tsv
herbicido,herbicido,drafted,draft_vortaro_additions_20251012_0319.tsv
herbovora,herbovora,drafted,draft_vortaro_additions_20251012_0319.tsv
hercinia,hercinia,drafted,draft_vortaro_additions_20251012_0319.tsv
herdo,herdo,drafted,draft_vortaro_additions_20251012_0319.tsv
hermeneŭtiko,hermeneŭtiko,drafted,draft_vortaro_additions_20251012_0319.tsv
hermita,hermita,drafted,draft_vortaro_additions_20251012_0319.tsv
herniario,herniario,drafted,draft_vortaro_additions_20251012_0319.tsv
heroido,heroido,drafted,draft_vortaro_additions_20251012_0319.tsv
herpesto,herpesto,drafted,draft_vortaro_additions_20251012_0319.tsv
herso,herso,drafted,draft_vortaro_additions_20251012_0319.tsv
hesperido,hesperido,drafted,draft_vortaro_additions_20251012_0319.tsv
hesperornito,hesperornito,drafted,draft_vortaro_additions_20251012_0319.tsv
hesperornitoformaj,hesperornitoformaj,drafted,draft_vortaro_additions_20251012_0319.tsv
hetero,hetero,drafted,draft_vortaro_additions_20251012_0319.tsv
heterogameta,heterogameta,drafted,draft_vortaro_additions_20251012_0319.tsv
heteronomio,heteronomio,drafted,draft_vortaro_additions_20251012_0319.tsv
heteropteroj,heteropteroj,drafted,draft_vortaro_additions_20251012_0319.tsv
heterosomo,heterosomo,drafted,draft_vortaro_additions_20251012_0319.tsv
heterotrofa,heterotrofa,drafted,draft_vortaro_additions_20251012_0319.tsv
heterozido,heterozido,drafted,draft_vortaro_additions_20251012_0319.tsv
heterozigoto,heterozigoto,drafted,draft_vortaro_additions_20251012_0319.tsv
heveo,heveo,drafted,draft_vortaro_additions_20251012_0319.tsv
heŭristiko,heŭristiko,drafted,draft_vortaro_additions_20251012_0319.tsv
hibaĉo,hibaĉo,drafted,draft_vortaro_additions_20251012_0319.tsv
hidalgo,hidalgo,drafted,draft_vortaro_additions_20251012_0319.tsv
hidatido,hidatido,drafted,draft_vortaro_additions_20251012_0319.tsv
hidatidozo,hidatidozo,drafted,draft_vortaro_additions_20251012_0319.tsv
hidno,hidno,drafted,draft_vortaro_additions_20251012_0319.tsv
hidranto,hidranto,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrastido,hidrastido,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrasto,hidrasto,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrati,hidrati,drafted,draft_vortaro_additions_20251012_0319.tsv
hidratiĝi,hidratiĝi,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrazino,hidrazino,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrazono,hidrazono,drafted,draft_vortaro_additions_20251012_0319.tsv
hidridi,hidridi,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrido,hidrido,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrofila,hidrofila,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrofoba,hidrofoba,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrofono,hidrofono,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrografio,hidrografio,drafted,draft_vortaro_additions_20251012_0319.tsv
hidroidoj,hidroidoj,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrokarbonido,hidrokarbonido,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrokarido,hidrokarido,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrokarito,hidrokarito,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrokero,hidrokero,drafted,draft_vortaro_additions_20251012_0319.tsv
hidrokotilo,hidrokotilo,drafted,draft_vortaro_additions_20251012_0319.tsv
hidroksilo,hidroksilo,drafted,draft_vortaro_additions_20251012_0319.tsv
