display,lookup,status,notes
blinkigi,blinkigi,drafted,draft_vortaro_additions_20251012_0147.tsv
blinkilo,blinkilo,drafted,draft_vortaro_additions_20251012_0147.tsv
blinko,blinko,drafted,draft_vortaro_additions_20251012_0147.tsv
blino,blino,drafted,draft_vortaro_additions_20251012_0147.tsv
blizardo,blizardo,drafted,draft_vortaro_additions_20251012_0147.tsv
bluso,bluso,drafted,draft_vortaro_additions_20251012_0147.tsv
bluti,bluti,drafted,draft_vortaro_additions_20251012_0147.tsv
boaĉo,boaĉo,drafted,draft_vortaro_additions_20251012_0147.tsv
bobo,bobo,drafted,draft_vortaro_additions_20251012_0147.tsv
bobolinko,bobolinko,drafted,draft_vortaro_additions_20251012_0147.tsv
bodonio,bodonio,drafted,draft_vortaro_additions_20251012_0147.tsv
bogomilano,bogomilano,drafted,draft_vortaro_additions_20251012_0147.tsv
bogomilismo,bogomilismo,drafted,draft_vortaro_additions_20251012_0147.tsv
bojaro,bojaro,drafted,draft_vortaro_additions_20251012_0147.tsv
bokaĉeska,bokaĉeska,drafted,draft_vortaro_additions_20251012_0147.tsv
boksero,boksero,drafted,draft_vortaro_additions_20251012_0147.tsv
bokŝi,bokŝi,drafted,draft_vortaro_additions_20251012_0147.tsv
boldino,boldino,drafted,draft_vortaro_additions_20251012_0147.tsv
boldo,boldo,drafted,draft_vortaro_additions_20251012_0147.tsv
boletacoj,boletacoj,drafted,draft_vortaro_additions_20251012_0147.tsv
bolometro,bolometro,drafted,draft_vortaro_additions_20251012_0147.tsv
bombako,bombako,drafted,draft_vortaro_additions_20251012_0147.tsv
bombeno,bombeno,drafted,draft_vortaro_additions_20251012_0147.tsv
bombinatoro,bombinatoro,drafted,draft_vortaro_additions_20251012_0147.tsv
bonedo,bonedo,drafted,draft_vortaro_additions_20251012_0147.tsv
bongoj,bongoj,drafted,draft_vortaro_additions_20251012_0147.tsv
bonifiko,bonifiko,drafted,draft_vortaro_additions_20251012_0147.tsv
bonito,bonito,drafted,draft_vortaro_additions_20251012_0147.tsv
bonsajo,bonsajo,drafted,draft_vortaro_additions_20251012_0147.tsv
bonto,bonto,drafted,draft_vortaro_additions_20251012_0147.tsv
bopo,bopo,drafted,draft_vortaro_additions_20251012_0147.tsv
bopso,bopso,drafted,draft_vortaro_additions_20251012_0147.tsv
boragacoj,boragacoj,drafted,draft_vortaro_additions_20251012_0147.tsv
borano,borano,drafted,draft_vortaro_additions_20251012_0147.tsv
borborigmo,borborigmo,drafted,draft_vortaro_additions_20251012_0147.tsv
borduna,borduna,drafted,draft_vortaro_additions_20251012_0147.tsv
borduno,borduno,drafted,draft_vortaro_additions_20251012_0147.tsv
boreala,boreala,drafted,draft_vortaro_additions_20251012_0147.tsv
borelio,borelio,drafted,draft_vortaro_additions_20251012_0147.tsv
borneolo,borneolo,drafted,draft_vortaro_additions_20251012_0147.tsv
borpinto,borpinto,drafted,draft_vortaro_additions_20251012_0147.tsv
bosanovo,bosanovo,drafted,draft_vortaro_additions_20251012_0147.tsv
bosaĵo,bosaĵo,drafted,draft_vortaro_additions_20251012_0151.tsv
boselafo,boselafo,drafted,draft_vortaro_additions_20251012_0151.tsv
bosi,bosi,drafted,draft_vortaro_additions_20251012_0151.tsv
boso,boso,drafted,draft_vortaro_additions_20251012_0151.tsv
bostriko,bostriko,drafted,draft_vortaro_additions_20251012_0151.tsv
bosvelio,bosvelio,drafted,draft_vortaro_additions_20251012_0151.tsv
botanikumi,botanikumi,drafted,draft_vortaro_additions_20251012_0151.tsv
botargo,botargo,drafted,draft_vortaro_additions_20251012_0151.tsv
botrito,botrito,drafted,draft_vortaro_additions_20251012_0151.tsv
bovedoj,bovedoj,drafted,draft_vortaro_additions_20251012_0151.tsv
bovisteo,bovisteo,drafted,draft_vortaro_additions_20251012_0151.tsv
bradikardio,bradikardio,drafted,draft_vortaro_additions_20251012_0151.tsv
bradipedoj,bradipedoj,drafted,draft_vortaro_additions_20251012_0151.tsv
bradipepsio,bradipepsio,drafted,draft_vortaro_additions_20251012_0151.tsv
brahmoo,brahmoo,drafted,draft_vortaro_additions_20251012_0151.tsv
brakino,brakino,drafted,draft_vortaro_additions_20251012_0151.tsv
brakiopodoj,brakiopodoj,drafted,draft_vortaro_additions_20251012_0151.tsv
brankiopodoj,brankiopodoj,drafted,draft_vortaro_additions_20251012_0151.tsv
brankiostomo,brankiostomo,drafted,draft_vortaro_additions_20251012_0151.tsv
branĉido,branĉido,drafted,draft_vortaro_additions_20251012_0151.tsv
braĉo,braĉo,drafted,draft_vortaro_additions_20251012_0151.tsv
braĥino,braĥino,drafted,draft_vortaro_additions_20251012_0151.tsv
braĥiuro,braĥiuro,drafted,draft_vortaro_additions_20251012_0151.tsv
bregmo,bregmo,drafted,draft_vortaro_additions_20251012_0151.tsv
bremŝo,bremŝo,drafted,draft_vortaro_additions_20251012_0151.tsv
breveto,breveto,drafted,draft_vortaro_additions_20251012_0151.tsv
brevo,brevo,drafted,draft_vortaro_additions_20251012_0151.tsv
brezaĵo,brezaĵo,drafted,draft_vortaro_additions_20251012_0151.tsv
brezi,brezi,drafted,draft_vortaro_additions_20251012_0151.tsv
brezujo,brezujo,drafted,draft_vortaro_additions_20251012_0151.tsv
breĉio,breĉio,drafted,draft_vortaro_additions_20251012_0151.tsv
brifitoj,brifitoj,drafted,draft_vortaro_additions_20251012_0151.tsv
brikabrako,brikabrako,drafted,draft_vortaro_additions_20251012_0151.tsv
brio,brio,drafted,draft_vortaro_additions_20251012_0151.tsv
briopsidoj,briopsidoj,drafted,draft_vortaro_additions_20251012_0151.tsv
briozooj,briozooj,drafted,draft_vortaro_additions_20251012_0151.tsv
brioĉo,brioĉo,drafted,draft_vortaro_additions_20251012_0151.tsv
brisuro,brisuro,drafted,draft_vortaro_additions_20251012_0151.tsv
brisurumita,brisurumita,drafted,draft_vortaro_additions_20251012_0151.tsv
britona,britona,drafted,draft_vortaro_additions_20251012_0151.tsv
brokatelo,brokatelo,drafted,draft_vortaro_additions_20251012_0151.tsv
bromelio,bromelio,drafted,draft_vortaro_additions_20251012_0151.tsv
bromuso,bromuso,drafted,draft_vortaro_additions_20251012_0151.tsv
bronkoskopio,bronkoskopio,drafted,draft_vortaro_additions_20251012_0151.tsv
bronkoskopo,bronkoskopo,drafted,draft_vortaro_additions_20251012_0151.tsv
brosmo,brosmo,drafted,draft_vortaro_additions_20251012_0151.tsv
brucelozoj,brucelozoj,drafted,draft_vortaro_additions_20251012_0151.tsv
brucino,brucino,drafted,draft_vortaro_additions_20251012_0151.tsv
bruliva,bruliva,drafted,draft_vortaro_additions_20251012_0151.tsv
brumo,brumo,drafted,draft_vortaro_additions_20251012_0151.tsv
brunfelsio,brunfelsio,drafted,draft_vortaro_additions_20251012_0151.tsv
brunjono,brunjono,drafted,draft_vortaro_additions_20251012_0151.tsv
brusonetio,brusonetio,drafted,draft_vortaro_additions_20251012_0151.tsv
brutte,brutte,drafted,draft_vortaro_additions_20251012_0151.tsv
buadi,buadi,drafted,draft_vortaro_additions_20251012_0151.tsv
budleo,budleo,drafted,draft_vortaro_additions_20251012_0151.tsv
bufono,bufono,drafted,draft_vortaro_additions_20251012_0151.tsv
buftalmo,buftalmo,drafted,draft_vortaro_additions_20251012_0151.tsv
buglo,buglo,drafted,draft_vortaro_additions_20251012_0151.tsv
bugri,bugri,drafted,draft_vortaro_additions_20251012_0151.tsv
bujabeso,bujabeso,drafted,draft_vortaro_additions_20251012_0151.tsv
bukcinatoro,bukcinatoro,drafted,draft_vortaro_additions_20251012_0151.tsv
bukmekro,bukmekro,drafted,draft_vortaro_additions_20251012_0151.tsv
bukoliko,bukoliko,drafted,draft_vortaro_additions_20251012_0151.tsv
bukorako,bukorako,drafted,draft_vortaro_additions_20251012_0151.tsv
bukŝo,bukŝo,drafted,draft_vortaro_additions_20251012_0151.tsv
bulimio,bulimio,drafted,draft_vortaro_additions_20251012_0151.tsv
bullo,bullo,drafted,draft_vortaro_additions_20251012_0151.tsv
bungaro,bungaro,drafted,draft_vortaro_additions_20251012_0151.tsv
bupleŭro,bupleŭro,drafted,draft_vortaro_additions_20251012_0151.tsv
bupresto,bupresto,drafted,draft_vortaro_additions_20251012_0151.tsv
burasko,burasko,drafted,draft_vortaro_additions_20251012_0151.tsv
burgo,burgo,drafted,draft_vortaro_additions_20251012_0151.tsv
burjato,burjato,drafted,draft_vortaro_additions_20251012_0151.tsv
burko,burko,drafted,draft_vortaro_additions_20251012_0151.tsv
burnuŝo,burnuŝo,drafted,draft_vortaro_additions_20251012_0151.tsv
burseracoj,burseracoj,drafted,draft_vortaro_additions_20251012_0151.tsv
bursero,bursero,drafted,draft_vortaro_additions_20251012_0151.tsv
bursito,bursito,drafted,draft_vortaro_additions_20251012_0151.tsv
burso,burso,drafted,draft_vortaro_additions_20251012_0151.tsv
but,but,added,imported:reviewed_import_mixed_9.tsv
butadieno,butadieno,drafted,draft_vortaro_additions_20251012_0151.tsv
butanono,butanono,drafted,draft_vortaro_additions_20251012_0151.tsv
buteno,buteno,drafted,draft_vortaro_additions_20251012_0151.tsv
butino,butino,drafted,draft_vortaro_additions_20251012_0151.tsv
butomo,butomo,drafted,draft_vortaro_additions_20251012_0151.tsv
buĝio,buĝio,drafted,draft_vortaro_additions_20251012_0151.tsv
buĥto,buĥto,drafted,draft_vortaro_additions_20251012_0151.tsv
cebedoj,cebedoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cebo,cebo,drafted,draft_vortaro_additions_20251012_0151.tsv
cecidomio,cecidomio,drafted,draft_vortaro_additions_20251012_0151.tsv
cefala,cefala,drafted,draft_vortaro_additions_20251012_0151.tsv
cefalaspido,cefalaspido,drafted,draft_vortaro_additions_20251012_0151.tsv
cefalaspidoformaj,cefalaspidoformaj,drafted,draft_vortaro_additions_20251012_0151.tsv
cefalaspidomorfoj,cefalaspidomorfoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cefaleo,cefaleo,drafted,draft_vortaro_additions_20251012_0151.tsv
cefalo,cefalo,drafted,draft_vortaro_additions_20251012_0151.tsv
ceibo,ceibo,drafted,draft_vortaro_additions_20251012_0151.tsv
celaro,celaro,drafted,draft_vortaro_additions_20251012_0151.tsv
celeco,celeco,drafted,draft_vortaro_additions_20251012_0151.tsv
celentero,celentero,drafted,draft_vortaro_additions_20251012_0151.tsv
celestito,celestito,drafted,draft_vortaro_additions_20251012_0151.tsv
celesto,celesto,drafted,draft_vortaro_additions_20251012_0151.tsv
celobiozo,celobiozo,drafted,draft_vortaro_additions_20251012_0151.tsv
celomo,celomo,drafted,draft_vortaro_additions_20251012_0151.tsv
celomuloj,celomuloj,drafted,draft_vortaro_additions_20251012_0151.tsv
celtido,celtido,drafted,draft_vortaro_additions_20251012_0151.tsv
cenobito,cenobito,drafted,draft_vortaro_additions_20251012_0151.tsv
cenocito,cenocito,drafted,draft_vortaro_additions_20251012_0151.tsv
censi,censi,drafted,draft_vortaro_additions_20251012_0151.tsv
censisto,censisto,drafted,draft_vortaro_additions_20251012_0151.tsv
centaŭrio,centaŭrio,drafted,draft_vortaro_additions_20251012_0151.tsv
centifolio,centifolio,drafted,draft_vortaro_additions_20251012_0151.tsv
centilo,centilo,drafted,draft_vortaro_additions_20251012_0151.tsv
centipelio,centipelio,drafted,draft_vortaro_additions_20251012_0151.tsv
centraliza,centraliza,drafted,draft_vortaro_additions_20251012_0151.tsv
centrifugado,centrifugado,drafted,draft_vortaro_additions_20251012_0151.tsv
centriolo,centriolo,drafted,draft_vortaro_additions_20251012_0151.tsv
centromero,centromero,drafted,draft_vortaro_additions_20251012_0151.tsv
centrosomo,centrosomo,drafted,draft_vortaro_additions_20251012_0151.tsv
centuriestro,centuriestro,drafted,draft_vortaro_additions_20251012_0151.tsv
centurio,centurio,drafted,draft_vortaro_additions_20251012_0151.tsv
cenzoro,cenzoro,drafted,draft_vortaro_additions_20251012_0151.tsv
cepolo,cepolo,drafted,draft_vortaro_additions_20251012_0151.tsv
cerambikedoj,cerambikedoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cerambiko,cerambiko,drafted,draft_vortaro_additions_20251012_0151.tsv
ceramio,ceramio,drafted,draft_vortaro_additions_20251012_0151.tsv
cerastio,cerastio,drafted,draft_vortaro_additions_20251012_0151.tsv
ceratino,ceratino,drafted,draft_vortaro_additions_20251012_0151.tsv
ceratofilo,ceratofilo,drafted,draft_vortaro_additions_20251012_0151.tsv
ceratonio,ceratonio,drafted,draft_vortaro_additions_20251012_0151.tsv
cerbatano,cerbatano,drafted,draft_vortaro_additions_20251012_0151.tsv
cercidifilo,cercidifilo,drafted,draft_vortaro_additions_20251012_0151.tsv
cercido,cercido,drafted,draft_vortaro_additions_20251012_0151.tsv
cerebro,cerebro,drafted,draft_vortaro_additions_20251012_0151.tsv
cerkario,cerkario,drafted,draft_vortaro_additions_20251012_0151.tsv
cerkopitekedoj,cerkopitekedoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cerkopiteko,cerkopiteko,drafted,draft_vortaro_additions_20251012_0151.tsv
certio,certio,drafted,draft_vortaro_additions_20251012_0151.tsv
ceruzito,ceruzito,drafted,draft_vortaro_additions_20251012_0151.tsv
cervelaso,cervelaso,drafted,draft_vortaro_additions_20251012_0151.tsv
cesto,cesto,drafted,draft_vortaro_additions_20251012_0151.tsv
cestodoj,cestodoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cestro,cestro,drafted,draft_vortaro_additions_20251012_0151.tsv
ceterako,ceterako,drafted,draft_vortaro_additions_20251012_0151.tsv
cetilo,cetilo,drafted,draft_vortaro_additions_20251012_0151.tsv
cetrario,cetrario,drafted,draft_vortaro_additions_20251012_0151.tsv
cezalpinio,cezalpinio,drafted,draft_vortaro_additions_20251012_0151.tsv
cezara,cezara,drafted,draft_vortaro_additions_20251012_0151.tsv
cezari,cezari,drafted,draft_vortaro_additions_20251012_0151.tsv
cgs,cgs,drafted,draft_vortaro_additions_20251012_0151.tsv
cianato,cianato,drafted,draft_vortaro_additions_20251012_0151.tsv
cianeo,cianeo,drafted,draft_vortaro_additions_20251012_0151.tsv
cianfitoj,cianfitoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cianhidrino,cianhidrino,drafted,draft_vortaro_additions_20251012_0151.tsv
cianofitoj,cianofitoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cianokobalamino,cianokobalamino,drafted,draft_vortaro_additions_20251012_0151.tsv
cianorato,cianorato,drafted,draft_vortaro_additions_20251012_0151.tsv
cianorito,cianorito,drafted,draft_vortaro_additions_20251012_0151.tsv
cianozo,cianozo,drafted,draft_vortaro_additions_20251012_0151.tsv
cianuro,cianuro,drafted,draft_vortaro_additions_20251012_0151.tsv
ciborio,ciborio,drafted,draft_vortaro_additions_20251012_0151.tsv
cicoida,cicoida,drafted,draft_vortaro_additions_20251012_0151.tsv
cifoskoliozo,cifoskoliozo,drafted,draft_vortaro_additions_20251012_0151.tsv
cifozo,cifozo,drafted,draft_vortaro_additions_20251012_0151.tsv
cikadomorfoj,cikadomorfoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cikaso,cikaso,drafted,draft_vortaro_additions_20251012_0151.tsv
ciklometria,ciklometria,drafted,draft_vortaro_additions_20251012_0151.tsv
ciklosporino,ciklosporino,drafted,draft_vortaro_additions_20251012_0151.tsv
ciklostomoj,ciklostomoj,drafted,draft_vortaro_additions_20251012_0151.tsv
ciliaro,ciliaro,drafted,draft_vortaro_additions_20251012_0151.tsv
ciliuloj,ciliuloj,drafted,draft_vortaro_additions_20251012_0151.tsv
cimbalario,cimbalario,drafted,draft_vortaro_additions_20251012_0151.tsv
cimbidio,cimbidio,drafted,draft_vortaro_additions_20251012_0151.tsv
cimbopogono,cimbopogono,drafted,draft_vortaro_additions_20251012_0151.tsv
cimbro,cimbro,drafted,draft_vortaro_additions_20251012_0151.tsv
cimicifugo,cimicifugo,drafted,draft_vortaro_additions_20251012_0151.tsv
cimitaro,cimitaro,drafted,draft_vortaro_additions_20251012_0151.tsv
cinamalo,cinamalo,drafted,draft_vortaro_additions_20251012_0151.tsv
cinamomo,cinamomo,drafted,draft_vortaro_additions_20251012_0151.tsv
cinaro,cinaro,drafted,draft_vortaro_additions_20251012_0151.tsv
cindropetro,cindropetro,drafted,draft_vortaro_additions_20251012_0151.tsv
cingulo,cingulo,drafted,draft_vortaro_additions_20251012_0151.tsv
cinipedoj,cinipedoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cinipo,cinipo,drafted,draft_vortaro_additions_20251012_0151.tsv
cinkledoj,cinkledoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cinocefalo,cinocefalo,drafted,draft_vortaro_additions_20251012_0151.tsv
cinodonto,cinodonto,drafted,draft_vortaro_additions_20251012_0151.tsv
cinogloso,cinogloso,drafted,draft_vortaro_additions_20251012_0151.tsv
cinozuro,cinozuro,drafted,draft_vortaro_additions_20251012_0151.tsv
cintri,cintri,drafted,draft_vortaro_additions_20251012_0151.tsv
cintro,cintro,drafted,draft_vortaro_additions_20251012_0151.tsv
cinturo,cinturo,drafted,draft_vortaro_additions_20251012_0151.tsv
cipero,cipero,drafted,draft_vortaro_additions_20251012_0151.tsv
cipo,cipo,drafted,draft_vortaro_additions_20251012_0151.tsv
cipreo,cipreo,drafted,draft_vortaro_additions_20251012_0151.tsv
ciprinedoj,ciprinedoj,drafted,draft_vortaro_additions_20251012_0151.tsv
cipripedio,cipripedio,drafted,draft_vortaro_additions_20251012_0151.tsv
circeo,circeo,drafted,draft_vortaro_additions_20251012_0151.tsv
cirkaeto,cirkaeto,drafted,draft_vortaro_additions_20251012_0151.tsv
cirkonvalacio,cirkonvalacio,drafted,draft_vortaro_additions_20251012_0156.tsv
cirkumflekŝo,cirkumflekŝo,drafted,draft_vortaro_additions_20251012_0156.tsv
cirsio,cirsio,drafted,draft_vortaro_additions_20251012_0156.tsv
cisteino,cisteino,drafted,draft_vortaro_additions_20251012_0156.tsv
cisticerko,cisticerko,drafted,draft_vortaro_additions_20251012_0156.tsv
cisticerkozo,cisticerkozo,drafted,draft_vortaro_additions_20251012_0156.tsv
cistino,cistino,drafted,draft_vortaro_additions_20251012_0156.tsv
cistocelo,cistocelo,drafted,draft_vortaro_additions_20251012_0156.tsv
cistopterido,cistopterido,drafted,draft_vortaro_additions_20251012_0156.tsv
cistrono,cistrono,drafted,draft_vortaro_additions_20251012_0156.tsv
citino,citino,drafted,draft_vortaro_additions_20251012_0156.tsv
citofilakto,citofilakto,drafted,draft_vortaro_additions_20251012_0156.tsv
citokinino,citokinino,drafted,draft_vortaro_additions_20251012_0156.tsv
citokromo,citokromo,drafted,draft_vortaro_additions_20251012_0156.tsv
citologio,citologio,drafted,draft_vortaro_additions_20251012_0156.tsv
citologo,citologo,drafted,draft_vortaro_additions_20251012_0156.tsv
citoskeleto,citoskeleto,drafted,draft_vortaro_additions_20251012_0156.tsv
citosolo,citosolo,drafted,draft_vortaro_additions_20251012_0156.tsv
citotropa,citotropa,drafted,draft_vortaro_additions_20251012_0156.tsv
citozino,citozino,drafted,draft_vortaro_additions_20251012_0156.tsv
citozo,citozo,drafted,draft_vortaro_additions_20251012_0156.tsv
citralo,citralo,drafted,draft_vortaro_additions_20251012_0156.tsv
citrolino,citrolino,drafted,draft_vortaro_additions_20251012_0156.tsv
citronelalo,citronelalo,drafted,draft_vortaro_additions_20251012_0156.tsv
citronelo,citronelo,drafted,draft_vortaro_additions_20251012_0156.tsv
ciumi,ciumi,drafted,draft_vortaro_additions_20251012_0156.tsv
civetikto,civetikto,drafted,draft_vortaro_additions_20251012_0156.tsv
ciĉo,ciĉo,drafted,draft_vortaro_additions_20251012_0156.tsv
cumeca,cumeca,drafted,draft_vortaro_additions_20251012_0156.tsv
cumo,cumo,drafted,draft_vortaro_additions_20251012_0156.tsv
dabi,dabi,drafted,draft_vortaro_additions_20251012_0156.tsv
dabingo,dabingo,drafted,draft_vortaro_additions_20251012_0156.tsv
dadaisto,dadaisto,drafted,draft_vortaro_additions_20251012_0156.tsv
dagerotipio,dagerotipio,drafted,draft_vortaro_additions_20251012_0156.tsv
dajmonismo,dajmonismo,drafted,draft_vortaro_additions_20251012_0156.tsv
dajmono,dajmono,drafted,draft_vortaro_additions_20251012_0156.tsv
dakrioadenito,dakrioadenito,drafted,draft_vortaro_additions_20251012_0156.tsv
dakriocistito,dakriocistito,drafted,draft_vortaro_additions_20251012_0156.tsv
dakriocisto,dakriocisto,drafted,draft_vortaro_additions_20251012_0156.tsv
daktiliso,daktiliso,drafted,draft_vortaro_additions_20251012_0156.tsv
daktiloskopio,daktiloskopio,drafted,draft_vortaro_additions_20251012_0156.tsv
dalbergio,dalbergio,drafted,draft_vortaro_additions_20251012_0156.tsv
daltonulo,daltonulo,drafted,draft_vortaro_additions_20251012_0156.tsv
damaro,damaro,drafted,draft_vortaro_additions_20251012_0156.tsv
datenopo,datenopo,drafted,draft_vortaro_additions_20251012_0156.tsv
davalio,davalio,drafted,draft_vortaro_additions_20251012_0156.tsv
dazipedoj,dazipedoj,drafted,draft_vortaro_additions_20251012_0156.tsv
dazipodedoj,dazipodedoj,drafted,draft_vortaro_additions_20251012_0156.tsv
daŭfeno,daŭfeno,drafted,draft_vortaro_additions_20251012_0156.tsv
daŭko,daŭko,drafted,draft_vortaro_additions_20251012_0156.tsv
debila,debila,drafted,draft_vortaro_additions_20251012_0156.tsv
debileco,debileco,drafted,draft_vortaro_additions_20251012_0156.tsv
debiliga,debiliga,drafted,draft_vortaro_additions_20251012_0156.tsv
defensejo,defensejo,drafted,draft_vortaro_additions_20251012_0156.tsv
defensi,defensi,drafted,draft_vortaro_additions_20251012_0156.tsv
defeti,defeti,drafted,draft_vortaro_additions_20251012_0156.tsv
defetisto,defetisto,drafted,draft_vortaro_additions_20251012_0156.tsv
deikto,deikto,drafted,draft_vortaro_additions_20251012_0156.tsv
dejo,dejo,drafted,draft_vortaro_additions_20251012_0156.tsv
dekadenĉo,dekadenĉo,drafted,draft_vortaro_additions_20251012_0156.tsv
dekalino,dekalino,drafted,draft_vortaro_additions_20251012_0156.tsv
dekapodoj,dekapodoj,drafted,draft_vortaro_additions_20251012_0156.tsv
dekati,dekati,drafted,draft_vortaro_additions_20251012_0156.tsv
dekatlono,dekatlono,drafted,draft_vortaro_additions_20251012_0156.tsv
dekilo,dekilo,drafted,draft_vortaro_additions_20251012_0156.tsv
dekubito,dekubito,drafted,draft_vortaro_additions_20251012_0156.tsv
delekti,delekti,drafted,draft_vortaro_additions_20251012_0156.tsv
delektinda,delektinda,drafted,draft_vortaro_additions_20251012_0156.tsv
delektiĝi,delektiĝi,drafted,draft_vortaro_additions_20251012_0156.tsv
deleĝi,deleĝi,drafted,draft_vortaro_additions_20251012_0156.tsv
deliktinto,deliktinto,drafted,draft_vortaro_additions_20251012_0156.tsv
deloniko,deloniko,drafted,draft_vortaro_additions_20251012_0156.tsv
deltametalo,deltametalo,drafted,draft_vortaro_additions_20251012_0156.tsv
deltaplano,deltaplano,drafted,draft_vortaro_additions_20251012_0156.tsv
demagoĝo,demagoĝo,drafted,draft_vortaro_additions_20251012_0156.tsv
demimondo,demimondo,drafted,draft_vortaro_additions_20251012_0156.tsv
demiurgo,demiurgo,drafted,draft_vortaro_additions_20251012_0156.tsv
demodekso,demodekso,drafted,draft_vortaro_additions_20251012_0156.tsv
demodeksozo,demodeksozo,drafted,draft_vortaro_additions_20251012_0156.tsv
demonologio,demonologio,drafted,draft_vortaro_additions_20251012_0156.tsv
dendrito,dendrito,drafted,draft_vortaro_additions_20251012_0156.tsv
dendrokronologio,dendrokronologio,drafted,draft_vortaro_additions_20251012_0156.tsv
dendrokronologo,dendrokronologo,drafted,draft_vortaro_additions_20251012_0156.tsv
dendrolago,dendrolago,drafted,draft_vortaro_additions_20251012_0156.tsv
dendrologio,dendrologio,drafted,draft_vortaro_additions_20251012_0156.tsv
dengo,dengo,drafted,draft_vortaro_additions_20251012_0156.tsv
denotacio,denotacio,drafted,draft_vortaro_additions_20251012_0156.tsv
densometrio,densometrio,drafted,draft_vortaro_additions_20251012_0156.tsv
denstetio,denstetio,drafted,draft_vortaro_additions_20251012_0156.tsv
dentino,dentino,drafted,draft_vortaro_additions_20251012_0156.tsv
dentizi,dentizi,drafted,draft_vortaro_additions_20251012_0156.tsv
dentizilo,dentizilo,drafted,draft_vortaro_additions_20251012_0156.tsv
dentumita,dentumita,drafted,draft_vortaro_additions_20251012_0156.tsv
dentumo,dentumo,drafted,draft_vortaro_additions_20251012_0156.tsv
deodaro,deodaro,drafted,draft_vortaro_additions_20251012_0156.tsv
deoksi,deoksi,drafted,draft_vortaro_additions_20251012_0156.tsv
deontologio,deontologio,drafted,draft_vortaro_additions_20251012_0156.tsv
deploji,deploji,drafted,draft_vortaro_additions_20251012_0156.tsv
depravacio,depravacio,drafted,draft_vortaro_additions_20251012_0156.tsv
deprecado,deprecado,drafted,draft_vortaro_additions_20251012_0156.tsv
depreci,depreci,drafted,draft_vortaro_additions_20251012_0156.tsv
depreco,depreco,drafted,draft_vortaro_additions_20251012_0156.tsv
depresia,depresia,drafted,draft_vortaro_additions_20251012_0156.tsv
depresora,depresora,drafted,draft_vortaro_additions_20251012_0156.tsv
dermapteroj,dermapteroj,drafted,draft_vortaro_additions_20251012_0156.tsv
dermato,dermato,drafted,draft_vortaro_additions_20251012_0156.tsv
dermesto,dermesto,drafted,draft_vortaro_additions_20251012_0156.tsv
dermopteroj,dermopteroj,drafted,draft_vortaro_additions_20251012_0156.tsv
dero,dero,drafted,draft_vortaro_additions_20251012_0156.tsv
desapontiĝi,desapontiĝi,drafted,draft_vortaro_additions_20251012_0156.tsv
desmosomo,desmosomo,drafted,draft_vortaro_additions_20251012_0156.tsv
despero,despero,drafted,draft_vortaro_additions_20251012_0156.tsv
detempro,detempro,drafted,draft_vortaro_additions_20251012_0156.tsv
detonaciigi,detonaciigi,drafted,draft_vortaro_additions_20251012_0156.tsv
detonaciigilo,detonaciigilo,drafted,draft_vortaro_additions_20251012_0156.tsv
detonaciivo,detonaciivo,drafted,draft_vortaro_additions_20251012_0156.tsv
detrita,detrita,drafted,draft_vortaro_additions_20251012_0156.tsv
detrito,detrito,drafted,draft_vortaro_additions_20251012_0156.tsv
deviaciismo,deviaciismo,drafted,draft_vortaro_additions_20251012_0156.tsv
deviacio,deviacio,drafted,draft_vortaro_additions_20251012_0156.tsv
dezajni,dezajni,drafted,draft_vortaro_additions_20251012_0156.tsv
dezajnisto,dezajnisto,drafted,draft_vortaro_additions_20251012_0156.tsv
dezajno,dezajno,drafted,draft_vortaro_additions_20251012_0156.tsv
deŭteromicetoj,deŭteromicetoj,drafted,draft_vortaro_additions_20251012_0156.tsv
di,di,drafted,draft_vortaro_additions_20251012_0156.tsv
diafanoskopio,diafanoskopio,drafted,draft_vortaro_additions_20251012_0156.tsv
diagenezo,diagenezo,drafted,draft_vortaro_additions_20251012_0156.tsv
diagnostiko,diagnostiko,drafted,draft_vortaro_additions_20251012_0156.tsv
diagnoziko,diagnoziko,drafted,draft_vortaro_additions_20251012_0156.tsv
diaklazo,diaklazo,drafted,draft_vortaro_additions_20251012_0156.tsv
diakrita,diakrita,drafted,draft_vortaro_additions_20251012_0156.tsv
diakrona,diakrona,drafted,draft_vortaro_additions_20251012_0156.tsv
dialefo,dialefo,drafted,draft_vortaro_additions_20251012_0156.tsv
dialipetaloj,dialipetaloj,drafted,draft_vortaro_additions_20251012_0156.tsv
dialoĝo,dialoĝo,drafted,draft_vortaro_additions_20251012_0156.tsv
diapaŭzo,diapaŭzo,drafted,draft_vortaro_additions_20251012_0156.tsv
diapedezo,diapedezo,drafted,draft_vortaro_additions_20251012_0156.tsv
